word,tf,df,tfidf
roadmap,45,32,180.48314152638807
presence,47,38,180.42765240756341
road,47,38,180.42765240756341
unique,46,35,180.3717187050266
electromagnetic,41,22,179.80262704002917
electromagnetic-wave,41,22,179.80262704002917
murllc,36,12,179.6963663295326
verify,48,42,179.46253261826578
flow,40,20,179.2296043043966
attention,47,39,179.20680454661016
experiment,47,39,179.20680454661016
rise,46,36,179.07585836455857
orchestration,39,18,178.8579243074419
chain,38,16,178.74757903911672
member,38,16,178.74757903911672
respect,48,43,178.33306874257644
practice,43,28,178.20351845251417
future-wireless,47,40,178.01686757134854
individual,47,40,178.01686757134854
tactile-internet,41,23,177.98010477462498
allocate,44,31,177.8693477738654
larger,42,26,177.17178541198177
decoder,32,7,176.97799142747493
propose-algorithm,47,41,176.8563147796011
table,36,13,176.8148288532853
nonlinear,43,29,176.69459170062956
pervasive,43,29,176.69459170062956
ubiquitous-wireless-intelligence,29,4,176.61516258127642
community,46,38,176.5887661861259
doi-access,26,2,176.36645521570296
localization-systems,26,2,176.36645521570296
promising-technology,48,45,176.1508747868921
future-issue,30,5,176.01103406189415
transition,42,27,175.5866916367022
importance,46,39,175.3938938115759
robustness,46,39,175.3938938115759
wide-range,46,39,175.3938938115759
performance-analysis,43,30,175.23682497857524
large-number,45,36,175.1829049218508
radio-frequency,44,33,175.1184520666867
unmanned-aerial-vehicle-uav,48,46,175.0958872643909
recommendation,39,20,174.74886419678668
cybertwin,35,12,174.70480059815668
extensive,47,43,174.6177964771061
detector,38,18,174.27182368417414
stakeholder,38,18,174.27182368417414
cache,36,14,174.14694185575127
company,36,14,174.14694185575127
trustworthy,36,14,174.14694185575127
connected,42,28,174.05925058152548
feasibility,45,37,173.94995108338563
clear,43,31,173.82686259718662
subthz,43,31,173.82686259718662
classification,40,23,173.63912660939022
length,40,23,173.63912660939022
reveal,47,44,173.53728912054527
pave,45,38,172.74987996468838
scope,42,29,172.58541514945213
turn,42,29,172.58541514945213
guide,44,35,172.52947006567763
millimeterwave,44,35,172.52947006567763
performance-metric,38,19,172.21726927590367
investigation,46,42,171.9849270925047
production,37,17,171.8005843729845
microwave,41,27,171.4060561215426
random,41,27,171.4060561215426
send,41,27,171.4060561215426
assume,42,30,171.1615499790735
balance,42,30,171.1615499790735
highspeed,42,30,171.1615499790735
independent,42,30,171.1615499790735
system-design,43,33,171.13848724698926
address-challenge,46,43,170.90252421163578
solve-problem,46,43,170.90252421163578
codesign,33,10,170.73828050960535
article-present,47,47,170.4372646343308
sweden,29,5,170.14399959316432
automate,41,28,169.91498271053678
explain,41,28,169.91498271053678
powerful,41,28,169.91498271053678
snr,41,28,169.91498271053678
lowlatency,43,34,169.85480983155298
separate,43,34,169.85480983155298
shape,42,31,169.78437742050787
prior,34,12,169.71323486678077
sic,34,12,169.71323486678077
collaborative,39,23,169.29814844415546
recognition,32,9,168.93592972248595
symbol,40,26,168.73503372569695
raise,43,35,168.60834574600315
terahertz-communication,43,35,168.60834574600315
correlation,41,29,168.47623859827468
broadband,42,32,168.45093209129553
qos,42,32,168.45093209129553
caching,38,21,168.41409785073833
polarization,38,21,168.41409785073833
emerge-technology,45,42,168.24612432962417
observe,44,39,167.76807234150738
business-model,37,19,167.6852358739062
contrast,39,24,167.63832348182243
aoi,31,8,167.30795602400616
reward,31,8,167.30795602400616
plan,40,27,167.22542060638304
key-challenge,42,33,167.15852242729184
scattering,36,17,167.1573253358768
contribution,41,30,167.08627497957175
constellation,34,13,166.99178280588055
emergence,43,37,166.21884214634628
liu,30,7,165.91686696325775
extension,37,20,165.78738398156685
spectrum-sharing,37,20,165.78738398156685
stochastic,37,20,165.78738398156685
terrestrial-network,37,20,165.78738398156685
spectral,40,28,165.77071483954808
substrate,40,28,165.77071483954808
produce,43,38,165.07210752181334
achievable,42,35,164.68722142632865
encryption,35,16,164.63592806234436
immersive,35,16,164.63592806234436
international,35,16,164.63592806234436
reflector,35,16,164.63592806234436
proactive,39,26,164.5166578825545
wireless-networks,44,42,164.50732156674363
close,41,32,164.44019561293135
sba,27,4,164.43480654118838
greater,40,29,164.36706204709725
construction,37,21,163.98214790729784
phy,31,9,163.65668191865828
advancement,42,36,163.5040445937274
push,38,24,163.33990493100646
enhancement,41,33,163.17855760759443
special,41,33,163.17855760759443
analog,40,30,163.01099998007
setting,40,30,163.01099998007
virtual-reality,40,30,163.01099998007
insight,43,40,162.86649586314866
lima-convergent-communication-sense,24,2,162.79980481449502
chip,35,17,162.5140662987691
automatic,37,22,162.2609073288068
robotic,37,22,162.2609073288068
region,40,31,161.69940706715036
wireless-technology,40,31,161.69940706715036
6genabled,39,28,161.62644696855938
generation-network,43,42,160.7685188038631
conversion,35,18,160.51352181437093
transmitter-receiver,40,32,160.42945913456717
uplink-downlink,31,10,160.39050593326564
proc,29,7,160.38630473114915
high-frequency,38,26,160.2982820394121
accelerate,39,29,160.25788549591982
organization,39,29,160.25788549591982
higher-frequency,34,16,159.93204440342024
highlevel,32,12,159.73010340402897
nearfield,32,12,159.73010340402897
neural,32,12,159.73010340402897
elaborate,41,36,159.6110911510196
previous,41,36,159.6110911510196
failure,36,21,159.55019796385739
photonic,36,21,159.55019796385739
case-study,40,33,159.19859278789698
possibility,40,33,159.19859278789698
upcome,40,33,159.19859278789698
smaller,37,24,159.04148638019052
stable,37,24,159.04148638019052
track,37,24,159.04148638019052
autonomous-driving,39,30,158.93572498056827
usecase,39,30,158.93572498056827
early,38,27,158.86414957606388
natural,38,27,158.86414957606388
placement,35,19,158.62116906991128
france,27,5,158.40993065570473
member-ieee,26,4,158.3446285211444
tut,26,4,158.3446285211444
suggest,42,41,158.0418132073031
aerial,36,22,157.8754774010012
attribute,36,22,157.8754774010012
protection,36,22,157.8754774010012
reconfigurable,36,22,157.8754774010012
background,39,31,157.6569218904716
boost,39,31,157.6569218904716
statistical,39,31,157.6569218904716
lot,37,25,157.53107258294108
lowcost,37,25,157.53107258294108
mobile-user,37,25,157.53107258294108
envisage,38,28,157.48217909757068
spread,38,28,157.48217909757068
ratio,41,38,157.3943350789383
network-security,33,15,157.35793194203595
stringent,42,42,157.02971604098255
sdgs,29,8,156.513894345038
nextgeneration,39,32,156.418722656203
multiplex,36,23,156.2752139484512
thz-frequency,36,23,156.2752139484512
play,38,29,156.1487089447424
extract,37,26,156.07990619626966
optical-wireless,37,26,156.07990619626966
blockchainbased,34,18,155.92742119110318
experimental-result,40,36,155.71813770831182
effectiveness,41,40,155.29131000904871
channel-characteristic,33,16,155.2281607444961
eavesdropper,33,16,155.2281607444961
accommodate,39,33,155.21862796819957
launch,39,33,155.21862796819957
converter,30,10,155.21661864509576
suffer,38,30,154.8604499810665
sufficient,38,30,154.8604499810665
request,37,27,154.68351406090432
research-direction,40,37,154.62217874078723
interact,34,19,154.0891356679138
synchronization,34,19,154.0891356679138
exploration,38,31,153.61443671379283
search,38,31,153.61443671379283
propose-scheme,40,38,153.55544885750078
gbp,35,22,153.4900474731956
option,35,22,153.4900474731956
backhaul,37,28,153.33791122658195
broad,37,28,153.33791122658195
threat,36,25,153.27347602664537
ber,33,17,153.22754822455374
mmwave-band,33,17,153.22754822455374
absorption,32,15,152.58950976197426
economic,32,15,152.58950976197426
isac,26,5,152.54289618697493
programmability,26,5,152.54289618697493
transmit-power,38,32,152.4079861778388
microservice,30,11,152.35731325096603
agent,34,20,152.3451636587371
precision,34,20,152.3451636587371
subproblem,34,20,152.3451636587371
private,31,13,152.25721373477344
ngmn,25,4,152.25445050110037
embed,37,29,152.03953239356497
approximate,35,23,151.93423578321645
exchange,35,23,151.93423578321645
medium,35,23,151.93423578321645
poor,35,23,151.93423578321645
transformation,39,36,151.825184265604
fading,33,18,151.34132056783545
outdoor,33,18,151.34132056783545
vector,38,33,151.23866314850216
metamaterial,34,21,150.6862980769764
precise,34,21,150.6862980769764
fusion,32,16,150.52427708557198
desire,36,27,150.50287854574475
difference,36,27,150.50287854574475
minimum,36,27,150.50287854574475
revolution,36,27,150.50287854574475
underwater,29,10,150.0427313569259
autonomy,31,14,149.95986659800803
uav-communication,31,14,149.95986659800803
bayesian,30,12,149.74697194127717
academia-industry,37,31,149.57195153711407
attract,37,31,149.57195153711407
observation,37,31,149.57195153711407
proposal,37,31,149.57195153711407
fiber,33,19,149.55710226591634
heterogeneous-network,36,28,149.19364335559325
tackle,36,28,149.19364335559325
underlie,36,28,149.19364335559325
paradigm-shift,34,22,149.10461754539003
generally,35,25,149.0158794703497
operational,35,25,149.0158794703497
examine,38,35,149.0027241476307
validate,39,39,148.7035186663361
autonomous-vehicle,32,17,148.58428918744605
national,32,17,148.58428918744605
possibly,32,17,148.58428918744605
outperform,38,36,147.93223082289623
electronics,33,20,147.86442355112717
mention,33,20,147.86442355112717
book,31,15,147.82108758191256
boundary,31,15,147.82108758191256
attenuation,35,26,147.6431545099848
proper,34,23,147.5932576179817
edge-device,29,11,147.2787361426005
generation-wireless,37,33,147.2586983288047
collection,32,18,146.7552199445677
multipath,32,18,146.7552199445677
liang,23,3,146.6907821274033
heterogeneity,35,27,146.32224303058516
senior-member-ieee,24,4,146.16427248105634
spain,24,4,146.16427248105634
index,34,24,146.14623072774265
network-management,34,24,146.14623072774265
system-performance,34,24,146.14623072774265
hybrid-precoding,31,16,145.82039342664785
ultrahigh,31,16,145.82039342664785
leo-satellite,27,8,145.7198326660699
memory,30,14,145.1224515464594
access-network,35,28,145.04937548460455
air,35,28,145.04937548460455
embedded,35,28,145.04937548460455
interesting,35,28,145.04937548460455
actual,32,19,145.02506886391888
representation,32,19,145.02506886391888
telecommunication,32,19,145.02506886391888
finland,28,10,144.86884406875606
graphene,28,10,144.86884406875606
laboratory,28,10,144.86884406875606
record,34,25,144.75828291405398
free-space,29,12,144.75540620990125
transistor,29,12,144.75540620990125
aienabled,33,22,144.71918761758445
center,33,22,144.71918761758445
meet-requirement,33,22,144.71918761758445
forward,35,29,143.8211792912101
threedimensional,35,29,143.8211792912101
comprehensive-survey,34,26,143.4247786668424
dedicate,34,26,143.4247786668424
programmable,34,26,143.4247786668424
radio-resource,34,26,143.4247786668424
simplify,34,26,143.4247786668424
store,34,26,143.4247786668424
adoption,32,20,143.38368344351727
cognitive-radio,32,20,143.38368344351727
split,32,20,143.38368344351727
superior,36,33,143.2787335091073
csi,33,23,143.25227945274693
version,33,23,143.25227945274693
exhibit,35,30,142.63462498256126
firstly,35,30,142.63462498256126
network-expect,35,30,142.63462498256126
realistic,35,30,142.63462498256126
significantly-improve,35,30,142.63462498256126
lifi,27,9,142.53969070334753
faster,36,34,142.2040268357188
recent-year,36,34,142.2040268357188
movement,31,18,142.16911932129995
decentralize,34,27,142.1416075154256
eliminate,34,27,142.1416075154256
machine-learn,34,27,142.1416075154256
network-resource,34,27,142.1416075154256
clustering,32,21,141.82239819009544
expert,32,21,141.82239819009544
ondemand,32,21,141.82239819009544
original,32,21,141.82239819009544
wireless-communication-network,32,21,141.82239819009544
equip,35,31,141.48698118375657
future-research,36,35,141.1604755082817
subsequently,36,35,141.1604755082817
recognize,34,28,140.90510761361585
germany,24,5,140.8088272495153
september,24,5,140.8088272495153
offloading,33,25,140.50068635775827
car,31,19,140.4930354619214
grant,31,19,140.4930354619214
relative,31,19,140.4930354619214
increase-number,35,32,140.37577674274627
nonstationary,32,22,140.33375768977885
arxiv,26,8,140.32280182658582
electron,26,8,140.32280182658582
governance,29,14,140.28503649491074
identity,29,14,140.28503649491074
migration,29,14,140.28503649491074
advent,36,36,140.14632393748062
paper-discuss,36,36,140.14632393748062
inclusion,28,12,139.76384047852534
qoe,28,12,139.76384047852534
amount,34,29,139.71200274003266
couple,34,29,139.71200274003266
severe,34,29,139.71200274003266
interactive,27,10,139.6949567805862
communication-sense,30,17,139.29777111323068
divide,33,26,139.20640282369996
modify,33,26,139.20640282369996
linear,32,23,138.91130128751217
coordination,31,20,138.90294333590737
spectrum-resource,31,20,138.90294333590737
assess,34,30,138.5593499830595
science,29,15,138.28424322178918
great,33,27,137.960972000266
energy-efficient,30,18,137.58301869803222
global-coverage,28,13,137.5226446636663
latest,34,31,137.4444960070778
rapidly,34,31,137.4444960070778
nib,26,9,137.26044289951983
player,27,11,137.12158192586944
promising-solution,33,28,136.76083974262716
success,33,28,136.76083974262716
document,24,6,136.43310988646041
show-figure,24,6,136.43310988646041
electronic,29,16,136.4126261087996
multidimensional,29,16,136.4126261087996
unknown,29,16,136.4126261087996
breakthrough,32,25,136.24308980146256
feed,32,25,136.24308980146256
service-requirement,32,25,136.24308980146256
yield,32,25,136.24308980146256
ghz-ghz,30,19,135.96100205992394
hierarchical,30,19,135.96100205992394
telecom,30,19,135.96100205992394
ultralow-latency,33,29,135.60282618885523
covid19,28,14,135.4476214433621
isolation,28,14,135.4476214433621
tremendous,34,33,135.31880386971244
attempt,32,26,134.98802698055755
foresee,32,26,134.98802698055755
logistics,25,8,134.92577098710174
dedicated,27,12,134.77227474714945
embb,27,12,134.77227474714945
shannon,27,12,134.77227474714945
coexistence,29,17,134.65451207612298
computer,29,17,134.65451207612298
network-service,29,17,134.65451207612298
tutorial,29,17,134.65451207612298
quantify,31,23,134.57032312227741
sequence,31,23,134.57032312227741
wireless-environment,31,23,134.57032312227741
equalization,26,10,134.52106949241633
